# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 1.667000e+01
# lRef        : 3.638000e+00
# Aref        : 2.266000e+00
# CofR        : (3.638000e+00 0.000000e+00 5.000000e-01)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
878           	3.372768e-01	1.621410e-01	1.751357e-01	-1.689421e-01	-2.583289e-01	8.938674e-02	-1.738578e-01	-6.497371e-03	-8.009932e-03	2.231508e-02	3.147609e-03	1.916747e-02
879           	3.371638e-01	1.619687e-01	1.751951e-01	-1.687440e-01	-2.582308e-01	8.948680e-02	-1.738588e-01	-6.613218e-03	-8.236698e-03	2.391056e-02	3.718582e-03	2.019198e-02
880           	3.371665e-01	1.618498e-01	1.753168e-01	-1.685619e-01	-2.580578e-01	8.949594e-02	-1.737769e-01	-6.733494e-03	-8.447773e-03	2.549780e-02	4.301129e-03	2.119668e-02
881           	3.372611e-01	1.617875e-01	1.754735e-01	-1.684258e-01	-2.578512e-01	8.942541e-02	-1.736383e-01	-6.842996e-03	-8.620497e-03	2.691681e-02	4.837906e-03	2.207890e-02
882           	3.374013e-01	1.617551e-01	1.756462e-01	-1.683359e-01	-2.576320e-01	8.929604e-02	-1.734640e-01	-6.945573e-03	-8.808016e-03	2.813412e-02	5.259045e-03	2.287508e-02
883           	3.375519e-01	1.617609e-01	1.757910e-01	-1.682875e-01	-2.574227e-01	8.913520e-02	-1.732789e-01	-7.015077e-03	-8.970022e-03	2.896137e-02	5.510663e-03	2.345071e-02
884           	3.376778e-01	1.617921e-01	1.758857e-01	-1.682381e-01	-2.572161e-01	8.897798e-02	-1.730970e-01	-7.046780e-03	-9.107069e-03	2.940353e-02	5.594698e-03	2.380884e-02
885           	3.378179e-01	1.618658e-01	1.759521e-01	-1.682034e-01	-2.570202e-01	8.881677e-02	-1.729185e-01	-7.043152e-03	-9.171793e-03	2.944447e-02	5.550440e-03	2.389403e-02
886           	3.379093e-01	1.619542e-01	1.759550e-01	-1.681896e-01	-2.568598e-01	8.867024e-02	-1.727650e-01	-7.000394e-03	-9.158364e-03	2.909405e-02	5.388662e-03	2.370539e-02
887           	3.379781e-01	1.620482e-01	1.759299e-01	-1.681472e-01	-2.566966e-01	8.854940e-02	-1.726230e-01	-6.940826e-03	-9.052999e-03	2.839530e-02	5.144652e-03	2.325065e-02
888           	3.380152e-01	1.621335e-01	1.758817e-01	-1.680588e-01	-2.565234e-01	8.846465e-02	-1.724940e-01	-6.874113e-03	-8.852193e-03	2.738474e-02	4.840180e-03	2.254456e-02
889           	3.380275e-01	1.622244e-01	1.758031e-01	-1.679284e-01	-2.563429e-01	8.841452e-02	-1.723787e-01	-6.789378e-03	-8.482836e-03	2.592240e-02	4.478364e-03	2.144404e-02
890           	3.380023e-01	1.622348e-01	1.757676e-01	-1.677627e-01	-2.561584e-01	8.839575e-02	-1.722771e-01	-6.766398e-03	-8.249279e-03	2.482438e-02	4.162911e-03	2.066147e-02
891           	3.379602e-01	1.622699e-01	1.756903e-01	-1.674961e-01	-2.559181e-01	8.842202e-02	-1.721701e-01	-6.710202e-03	-7.810136e-03	2.321474e-02	3.797232e-03	1.941750e-02
892           	3.379190e-01	1.622598e-01	1.756592e-01	-1.672143e-01	-2.556760e-01	8.846172e-02	-1.720689e-01	-6.699713e-03	-7.458056e-03	2.190270e-02	3.493296e-03	1.840941e-02
893           	3.378792e-01	1.622423e-01	1.756370e-01	-1.669338e-01	-2.554420e-01	8.850814e-02	-1.719751e-01	-6.697342e-03	-7.093297e-03	2.061073e-02	3.212071e-03	1.739866e-02
894           	3.377996e-01	1.622042e-01	1.755954e-01	-1.667171e-01	-2.552674e-01	8.855037e-02	-1.719089e-01	-6.695604e-03	-6.731870e-03	1.936473e-02	2.950493e-03	1.641423e-02
895           	3.377079e-01	1.621476e-01	1.755603e-01	-1.666634e-01	-2.552248e-01	8.856140e-02	-1.718931e-01	-6.706324e-03	-6.433843e-03	1.835398e-02	2.743146e-03	1.561083e-02
896           	3.376157e-01	1.621169e-01	1.754988e-01	-1.666998e-01	-2.552435e-01	8.854371e-02	-1.718936e-01	-6.690943e-03	-6.156384e-03	1.734784e-02	2.517535e-03	1.483030e-02
897           	3.375841e-01	1.621317e-01	1.754524e-01	-1.668968e-01	-2.553787e-01	8.848191e-02	-1.719303e-01	-6.660385e-03	-5.940220e-03	1.650032e-02	2.309939e-03	1.419038e-02
898           	3.376208e-01	1.622004e-01	1.754205e-01	-1.673278e-01	-2.557057e-01	8.837790e-02	-1.720418e-01	-6.610048e-03	-5.802809e-03	1.583355e-02	2.113965e-03	1.371958e-02
899           	3.377263e-01	1.623320e-01	1.753943e-01	-1.679801e-01	-2.562243e-01	8.824420e-02	-1.722342e-01	-6.531181e-03	-5.729584e-03	1.529579e-02	1.918311e-03	1.337748e-02
900           	3.378824e-01	1.625136e-01	1.753688e-01	-1.688015e-01	-2.569001e-01	8.809863e-02	-1.724994e-01	-6.427626e-03	-5.711033e-03	1.486949e-02	1.723713e-03	1.314578e-02
901           	3.380641e-01	1.627268e-01	1.753373e-01	-1.697251e-01	-2.576836e-01	8.795859e-02	-1.728211e-01	-6.305282e-03	-5.727201e-03	1.453044e-02	1.538019e-03	1.299242e-02
902           	3.382270e-01	1.629432e-01	1.752838e-01	-1.706908e-01	-2.585371e-01	8.784627e-02	-1.731917e-01	-6.170309e-03	-5.749237e-03	1.423815e-02	1.369838e-03	1.286831e-02
903           	3.383473e-01	1.631418e-01	1.752054e-01	-1.716484e-01	-2.594267e-01	8.777834e-02	-1.736025e-01	-6.031811e-03	-5.752555e-03	1.396811e-02	1.231499e-03	1.273661e-02
904           	3.384035e-01	1.632982e-01	1.751053e-01	-1.725603e-01	-2.603265e-01	8.776613e-02	-1.740463e-01	-5.903569e-03	-5.745360e-03	1.376311e-02	1.136194e-03	1.262691e-02
905           	3.384067e-01	1.634073e-01	1.749994e-01	-1.733832e-01	-2.611927e-01	8.780956e-02	-1.745012e-01	-5.796043e-03	-5.726499e-03	1.365800e-02	1.102499e-03	1.255550e-02
906           	3.383733e-01	1.634588e-01	1.749145e-01	-1.740899e-01	-2.619927e-01	8.790284e-02	-1.749478e-01	-5.727874e-03	-5.712828e-03	1.372235e-02	1.148346e-03	1.257400e-02
907           	3.383287e-01	1.634500e-01	1.748787e-01	-1.746470e-01	-2.626823e-01	8.803522e-02	-1.753587e-01	-5.714327e-03	-5.736925e-03	1.403799e-02	1.282071e-03	1.275592e-02
908           	3.383025e-01	1.633944e-01	1.749080e-01	-1.750047e-01	-2.631997e-01	8.819502e-02	-1.756974e-01	-5.756785e-03	-5.796492e-03	1.462743e-02	1.517223e-03	1.311021e-02
909           	3.383419e-01	1.633210e-01	1.750208e-01	-1.751291e-01	-2.634928e-01	8.836375e-02	-1.759283e-01	-5.849906e-03	-5.897431e-03	1.553602e-02	1.870577e-03	1.366544e-02
910           	3.384253e-01	1.632272e-01	1.751982e-01	-1.749934e-01	-2.635292e-01	8.853582e-02	-1.760325e-01	-5.985494e-03	-6.035554e-03	1.672632e-02	2.327608e-03	1.439872e-02
911           	3.385147e-01	1.631019e-01	1.754128e-01	-1.746031e-01	-2.633058e-01	8.870271e-02	-1.760043e-01	-6.155440e-03	-6.215215e-03	1.814390e-02	2.856734e-03	1.528716e-02
912           	3.385827e-01	1.629476e-01	1.756351e-01	-1.739872e-01	-2.628522e-01	8.886495e-02	-1.758586e-01	-6.343783e-03	-6.455842e-03	1.967017e-02	3.379242e-03	1.629093e-02
913           	3.385879e-01	1.627546e-01	1.758333e-01	-1.731135e-01	-2.621540e-01	8.904053e-02	-1.755973e-01	-6.539390e-03	-6.779852e-03	2.129428e-02	3.867287e-03	1.742699e-02
914           	3.385763e-01	1.626124e-01	1.759639e-01	-1.722556e-01	-2.614303e-01	8.917467e-02	-1.753025e-01	-6.675719e-03	-7.056910e-03	2.246857e-02	4.177376e-03	1.829120e-02
915           	3.383916e-01	1.624023e-01	1.759893e-01	-1.711013e-01	-2.604574e-01	8.935613e-02	-1.749068e-01	-6.793491e-03	-7.382200e-03	2.362918e-02	4.432389e-03	1.919679e-02
916           	3.380986e-01	1.622030e-01	1.758956e-01	-1.699462e-01	-2.594511e-01	8.950481e-02	-1.744779e-01	-6.846270e-03	-7.632723e-03	2.436396e-02	4.549259e-03	1.981470e-02
917           	3.377658e-01	1.620274e-01	1.757384e-01	-1.687163e-01	-2.583387e-01	8.962238e-02	-1.739805e-01	-6.855516e-03	-7.818099e-03	2.479356e-02	4.578682e-03	2.021488e-02
918           	3.374549e-01	1.618987e-01	1.755563e-01	-1.674590e-01	-2.571463e-01	8.968727e-02	-1.734168e-01	-6.828813e-03	-7.911626e-03	2.490187e-02	4.539311e-03	2.036256e-02
919           	3.372333e-01	1.618299e-01	1.754034e-01	-1.662056e-01	-2.558858e-01	8.968016e-02	-1.727830e-01	-6.786732e-03	-7.958338e-03	2.477452e-02	4.428924e-03	2.034560e-02
920           	3.371048e-01	1.618085e-01	1.752962e-01	-1.650497e-01	-2.546364e-01	8.958669e-02	-1.721115e-01	-6.743849e-03	-7.961321e-03	2.447308e-02	4.275220e-03	2.019786e-02
921           	3.371231e-01	1.618459e-01	1.752771e-01	-1.641055e-01	-2.535114e-01	8.940595e-02	-1.714587e-01	-6.715590e-03	-7.946746e-03	2.412345e-02	4.114980e-03	2.000847e-02
922           	3.372591e-01	1.619284e-01	1.753307e-01	-1.632918e-01	-2.524518e-01	8.915999e-02	-1.708059e-01	-6.701117e-03	-7.927143e-03	2.372886e-02	3.937289e-03	1.979157e-02
923           	3.375097e-01	1.620590e-01	1.754507e-01	-1.627338e-01	-2.515943e-01	8.886050e-02	-1.702274e-01	-6.695851e-03	-7.910679e-03	2.332787e-02	3.753258e-03	1.957462e-02
924           	3.378347e-01	1.622196e-01	1.756151e-01	-1.624645e-01	-2.510097e-01	8.854516e-02	-1.697774e-01	-6.697772e-03	-7.905407e-03	2.295826e-02	3.573725e-03	1.938454e-02
925           	3.381753e-01	1.623850e-01	1.757903e-01	-1.624755e-01	-2.507265e-01	8.825101e-02	-1.694887e-01	-6.702616e-03	-7.928196e-03	2.266056e-02	3.402083e-03	1.925848e-02
926           	3.385302e-01	1.625586e-01	1.759716e-01	-1.627698e-01	-2.507606e-01	8.799077e-02	-1.693757e-01	-6.706469e-03	-7.966370e-03	2.239802e-02	3.232640e-03	1.916538e-02
927           	3.387429e-01	1.626394e-01	1.761035e-01	-1.631932e-01	-2.510333e-01	8.784004e-02	-1.694367e-01	-6.732092e-03	-8.076722e-03	2.234851e-02	3.097532e-03	1.925098e-02
928           	3.388806e-01	1.626921e-01	1.761884e-01	-1.638781e-01	-2.516261e-01	8.774798e-02	-1.696870e-01	-6.748153e-03	-8.170397e-03	2.228595e-02	2.972579e-03	1.931337e-02
929           	3.389332e-01	1.627123e-01	1.762209e-01	-1.647528e-01	-2.524758e-01	8.772302e-02	-1.700994e-01	-6.754324e-03	-8.209189e-03	2.217617e-02	2.878896e-03	1.929727e-02
930           	3.389075e-01	1.627046e-01	1.762029e-01	-1.658112e-01	-2.535696e-01	8.775839e-02	-1.706640e-01	-6.749128e-03	-8.180575e-03	2.200831e-02	2.823577e-03	1.918473e-02
931           	3.388673e-01	1.626977e-01	1.761695e-01	-1.670930e-01	-2.549196e-01	8.782664e-02	-1.713731e-01	-6.735892e-03	-8.093229e-03	2.178481e-02	2.799174e-03	1.898563e-02
932           	3.387745e-01	1.626719e-01	1.761026e-01	-1.683690e-01	-2.562927e-01	8.792366e-02	-1.721082e-01	-6.715363e-03	-7.952036e-03	2.152343e-02	2.809680e-03	1.871375e-02
933           	3.387258e-01	1.626558e-01	1.760699e-01	-1.698492e-01	-2.578433e-01	8.799412e-02	-1.729187e-01	-6.707037e-03	-7.787075e-03	2.127973e-02	2.852787e-03	1.842694e-02
934           	3.386937e-01	1.626485e-01	1.760452e-01	-1.711035e-01	-2.591547e-01	8.805117e-02	-1.736029e-01	-6.698359e-03	-7.604798e-03	2.106919e-02	2.929795e-03	1.813939e-02
935           	3.387565e-01	1.626901e-01	1.760664e-01	-1.723351e-01	-2.603852e-01	8.805011e-02	-1.742177e-01	-6.688157e-03	-7.383963e-03	2.086160e-02	3.046838e-03	1.781476e-02
936           	3.389054e-01	1.627815e-01	1.761239e-01	-1.734134e-01	-2.614092e-01	8.799581e-02	-1.747025e-01	-6.671214e-03	-7.137114e-03	2.066886e-02	3.197315e-03	1.747154e-02
937           	3.391273e-01	1.629067e-01	1.762206e-01	-1.742988e-01	-2.621959e-01	8.789709e-02	-1.750465e-01	-6.656958e-03	-6.897217e-03	2.051020e-02	3.357881e-03	1.715231e-02
938           	3.393675e-01	1.630407e-01	1.763267e-01	-1.749813e-01	-2.627605e-01	8.777917e-02	-1.752698e-01	-6.643008e-03	-6.692584e-03	2.034346e-02	3.479147e-03	1.686432e-02
939           	3.395630e-01	1.631590e-01	1.764040e-01	-1.754937e-01	-2.631596e-01	8.766582e-02	-1.754127e-01	-6.622541e-03	-6.531763e-03	2.009958e-02	3.518028e-03	1.658155e-02
940           	3.396871e-01	1.632577e-01	1.764294e-01	-1.758256e-01	-2.634146e-01	8.758903e-02	-1.755018e-01	-6.585886e-03	-6.401291e-03	1.972547e-02	3.461443e-03	1.626402e-02
941           	3.397149e-01	1.633323e-01	1.763826e-01	-1.759522e-01	-2.635173e-01	8.756511e-02	-1.755412e-01	-6.525179e-03	-6.278596e-03	1.919225e-02	3.317528e-03	1.587472e-02
942           	3.396110e-01	1.633582e-01	1.762529e-01	-1.758703e-01	-2.634746e-01	8.760435e-02	-1.755395e-01	-6.447349e-03	-6.153504e-03	1.853860e-02	3.115797e-03	1.542281e-02
943           	3.393897e-01	1.633323e-01	1.760575e-01	-1.755822e-01	-2.632868e-01	8.770466e-02	-1.754958e-01	-6.362593e-03	-6.015199e-03	1.781803e-02	2.893815e-03	1.492421e-02
944           	3.390255e-01	1.632365e-01	1.757890e-01	-1.750534e-01	-2.629258e-01	8.787232e-02	-1.753990e-01	-6.276243e-03	-5.850651e-03	1.703486e-02	2.666776e-03	1.436808e-02
945           	3.386352e-01	1.630895e-01	1.755457e-01	-1.743260e-01	-2.623935e-01	8.806753e-02	-1.752305e-01	-6.228126e-03	-5.716360e-03	1.645940e-02	2.513338e-03	1.394606e-02
946           	3.382914e-01	1.629279e-01	1.753635e-01	-1.733874e-01	-2.616627e-01	8.827531e-02	-1.749690e-01	-6.217816e-03	-5.620378e-03	1.607275e-02	2.415998e-03	1.365675e-02
947           	3.380202e-01	1.627691e-01	1.752510e-01	-1.722698e-01	-2.607505e-01	8.848070e-02	-1.746156e-01	-6.240949e-03	-5.586936e-03	1.592545e-02	2.375790e-03	1.354966e-02
948           	3.378029e-01	1.626044e-01	1.751985e-01	-1.710152e-01	-2.596929e-01	8.867772e-02	-1.741853e-01	-6.297049e-03	-5.632448e-03	1.605512e-02	2.395112e-03	1.366001e-02
949           	3.376191e-01	1.624355e-01	1.751836e-01	-1.696772e-01	-2.585431e-01	8.886592e-02	-1.737045e-01	-6.374082e-03	-5.780874e-03	1.648058e-02	2.459417e-03	1.402116e-02
950           	3.374793e-01	1.622806e-01	1.751987e-01	-1.683351e-01	-2.573714e-01	8.903625e-02	-1.732038e-01	-6.459040e-03	-6.007564e-03	1.713515e-02	2.560010e-03	1.457514e-02
951           	3.373976e-01	1.621677e-01	1.752299e-01	-1.670762e-01	-2.562602e-01	8.918400e-02	-1.727221e-01	-6.531117e-03	-6.301021e-03	1.795686e-02	2.677408e-03	1.527945e-02
952           	3.373227e-01	1.620815e-01	1.752413e-01	-1.659626e-01	-2.552749e-01	8.931235e-02	-1.722936e-01	-6.579896e-03	-6.639236e-03	1.886202e-02	2.791774e-03	1.607025e-02
953           	3.372658e-01	1.620426e-01	1.752233e-01	-1.650664e-01	-2.544780e-01	8.941160e-02	-1.719448e-01	-6.590363e-03	-6.969404e-03	1.972402e-02	2.892607e-03	1.683141e-02
954           	3.371902e-01	1.620204e-01	1.751698e-01	-1.644006e-01	-2.538832e-01	8.948262e-02	-1.716829e-01	-6.574699e-03	-7.317040e-03	2.059040e-02	2.978160e-03	1.761224e-02
955           	3.370821e-01	1.620079e-01	1.750742e-01	-1.639982e-01	-2.535183e-01	8.952009e-02	-1.715192e-01	-6.533166e-03	-7.635916e-03	2.136226e-02	3.045213e-03	1.831704e-02
956           	3.369487e-01	1.620050e-01	1.749436e-01	-1.638670e-01	-2.533893e-01	8.952226e-02	-1.714558e-01	-6.469289e-03	-7.897450e-03	2.199116e-02	3.098128e-03	1.889303e-02
957           	3.368349e-01	1.620221e-01	1.748128e-01	-1.640035e-01	-2.534866e-01	8.948305e-02	-1.714848e-01	-6.395379e-03	-8.114931e-03	2.251229e-02	3.141216e-03	1.937108e-02
958           	3.367869e-01	1.620603e-01	1.747266e-01	-1.643830e-01	-2.537831e-01	8.940009e-02	-1.715916e-01	-6.333134e-03	-8.284112e-03	2.297492e-02	3.203348e-03	1.977157e-02
959           	3.368558e-01	1.621354e-01	1.747204e-01	-1.649413e-01	-2.542130e-01	8.927169e-02	-1.717423e-01	-6.292498e-03	-8.393556e-03	2.337874e-02	3.295815e-03	2.008293e-02
960           	3.370250e-01	1.622205e-01	1.748045e-01	-1.655988e-01	-2.547067e-01	8.910792e-02	-1.719073e-01	-6.292036e-03	-8.473081e-03	2.380123e-02	3.427536e-03	2.037370e-02
961           	3.373038e-01	1.623150e-01	1.749888e-01	-1.662742e-01	-2.551887e-01	8.891451e-02	-1.720516e-01	-6.336857e-03	-8.512855e-03	2.425162e-02	3.612955e-03	2.063867e-02
962           	3.376592e-01	1.624032e-01	1.752561e-01	-1.669125e-01	-2.556153e-01	8.870280e-02	-1.721590e-01	-6.426446e-03	-8.512864e-03	2.477191e-02	3.873091e-03	2.089882e-02
963           	3.380729e-01	1.624812e-01	1.755917e-01	-1.674952e-01	-2.559764e-01	8.848122e-02	-1.722288e-01	-6.555236e-03	-8.479424e-03	2.533454e-02	4.187847e-03	2.114670e-02
964           	3.385054e-01	1.625359e-01	1.759695e-01	-1.680103e-01	-2.562723e-01	8.826202e-02	-1.722672e-01	-6.716784e-03	-8.445966e-03	2.593384e-02	4.520955e-03	2.141289e-02
965           	3.389277e-01	1.625660e-01	1.763617e-01	-1.684678e-01	-2.565337e-01	8.806587e-02	-1.722998e-01	-6.897859e-03	-8.439039e-03	2.647750e-02	4.799710e-03	2.167779e-02
966           	3.393127e-01	1.625858e-01	1.767269e-01	-1.688846e-01	-2.567951e-01	8.791049e-02	-1.723528e-01	-7.070573e-03	-8.454356e-03	2.686597e-02	4.978631e-03	2.188734e-02
967           	3.395960e-01	1.625873e-01	1.770087e-01	-1.692665e-01	-2.570783e-01	8.781175e-02	-1.724450e-01	-7.210698e-03	-8.441198e-03	2.695268e-02	5.035142e-03	2.191754e-02
968           	3.397084e-01	1.625528e-01	1.771556e-01	-1.696267e-01	-2.574012e-01	8.777451e-02	-1.725878e-01	-7.301414e-03	-8.370191e-03	2.667874e-02	4.969178e-03	2.170956e-02
969           	3.396599e-01	1.625043e-01	1.771556e-01	-1.699520e-01	-2.577396e-01	8.778759e-02	-1.727636e-01	-7.325687e-03	-8.198631e-03	2.598493e-02	4.793835e-03	2.119110e-02
970           	3.394977e-01	1.624544e-01	1.770432e-01	-1.702089e-01	-2.580372e-01	8.782829e-02	-1.729327e-01	-7.294400e-03	-7.929461e-03	2.492764e-02	4.534360e-03	2.039328e-02
971           	3.392973e-01	1.624267e-01	1.768706e-01	-1.703741e-01	-2.582423e-01	8.786819e-02	-1.730553e-01	-7.221928e-03	-7.584442e-03	2.358186e-02	4.206486e-03	1.937537e-02
972           	3.390916e-01	1.624230e-01	1.766686e-01	-1.704547e-01	-2.583406e-01	8.788587e-02	-1.731132e-01	-7.122786e-03	-7.200034e-03	2.205434e-02	3.827139e-03	1.822721e-02
973           	3.389278e-01	1.624526e-01	1.764752e-01	-1.704738e-01	-2.583366e-01	8.786280e-02	-1.730997e-01	-7.011311e-03	-6.800197e-03	2.044415e-02	3.421878e-03	1.702227e-02
974           	3.388491e-01	1.625345e-01	1.763145e-01	-1.704445e-01	-2.582367e-01	8.779221e-02	-1.730145e-01	-6.889992e-03	-6.428834e-03	1.887767e-02	3.010000e-03	1.586767e-02
975           	3.388738e-01	1.626753e-01	1.761985e-01	-1.703953e-01	-2.580753e-01	8.768007e-02	-1.728777e-01	-6.761566e-03	-6.108365e-03	1.743719e-02	2.610231e-03	1.482696e-02
976           	3.389657e-01	1.628456e-01	1.761201e-01	-1.703441e-01	-2.578995e-01	8.755541e-02	-1.727275e-01	-6.637267e-03	-5.863419e-03	1.627299e-02	2.273077e-03	1.399992e-02
977           	3.390997e-01	1.630537e-01	1.760460e-01	-1.703653e-01	-2.577968e-01	8.743156e-02	-1.726142e-01	-6.496182e-03	-5.700258e-03	1.525783e-02	1.928659e-03	1.332917e-02
978           	3.392220e-01	1.632579e-01	1.759640e-01	-1.704525e-01	-2.577963e-01	8.734386e-02	-1.725701e-01	-6.353045e-03	-5.623798e-03	1.448424e-02	1.618325e-03	1.286592e-02
979           	3.393124e-01	1.634409e-01	1.758715e-01	-1.706009e-01	-2.579075e-01	8.730660e-02	-1.726070e-01	-6.215288e-03	-5.621722e-03	1.396188e-02	1.359218e-03	1.260266e-02
980           	3.393315e-01	1.635720e-01	1.757596e-01	-1.708048e-01	-2.581362e-01	8.733143e-02	-1.727338e-01	-6.093807e-03	-5.674633e-03	1.368279e-02	1.166763e-03	1.251603e-02
981           	3.392494e-01	1.636419e-01	1.756075e-01	-1.710545e-01	-2.584748e-01	8.742036e-02	-1.729476e-01	-5.982811e-03	-5.747984e-03	1.357921e-02	1.041623e-03	1.253759e-02
982           	3.390728e-01	1.636327e-01	1.754400e-01	-1.713620e-01	-2.589324e-01	8.757037e-02	-1.732514e-01	-5.903661e-03	-5.867920e-03	1.375972e-02	1.011940e-03	1.274778e-02
983           	3.388502e-01	1.635569e-01	1.752933e-01	-1.716956e-01	-2.594662e-01	8.777064e-02	-1.736184e-01	-5.868174e-03	-6.034779e-03	1.423983e-02	1.085138e-03	1.315470e-02
984           	3.386147e-01	1.634336e-01	1.751811e-01	-1.720206e-01	-2.600283e-01	8.800773e-02	-1.740180e-01	-5.873750e-03	-6.236655e-03	1.499318e-02	1.259933e-03	1.373324e-02
985           	3.384244e-01	1.632764e-01	1.751479e-01	-1.722990e-01	-2.605509e-01	8.825195e-02	-1.744014e-01	-5.935739e-03	-6.463947e-03	1.606344e-02	1.567771e-03	1.449566e-02
986           	3.382514e-01	1.630849e-01	1.751665e-01	-1.724551e-01	-2.609545e-01	8.849942e-02	-1.747270e-01	-6.040795e-03	-6.709769e-03	1.737035e-02	1.975404e-03	1.539494e-02
987           	3.381328e-01	1.628866e-01	1.752462e-01	-1.724477e-01	-2.611768e-01	8.872906e-02	-1.749529e-01	-6.179770e-03	-6.973583e-03	1.889833e-02	2.475584e-03	1.642275e-02
988           	3.380516e-01	1.626763e-01	1.753753e-01	-1.722130e-01	-2.611587e-01	8.894572e-02	-1.750522e-01	-6.349536e-03	-7.298894e-03	2.074803e-02	3.075120e-03	1.767291e-02
989           	3.380883e-01	1.625699e-01	1.755185e-01	-1.718520e-01	-2.609218e-01	8.906985e-02	-1.749958e-01	-6.474317e-03	-7.501145e-03	2.221531e-02	3.606509e-03	1.860880e-02
990           	3.381101e-01	1.624222e-01	1.756880e-01	-1.712493e-01	-2.604209e-01	8.917156e-02	-1.747962e-01	-6.632901e-03	-7.766784e-03	2.396154e-02	4.213984e-03	1.974755e-02
991           	3.381587e-01	1.623194e-01	1.758393e-01	-1.705915e-01	-2.597995e-01	8.920797e-02	-1.745037e-01	-6.759958e-03	-8.023414e-03	2.538103e-02	4.667101e-03	2.071393e-02
992           	3.382026e-01	1.622634e-01	1.759391e-01	-1.699313e-01	-2.591408e-01	8.920949e-02	-1.741751e-01	-6.837839e-03	-8.232905e-03	2.636412e-02	4.949157e-03	2.141497e-02
993           	3.382225e-01	1.622230e-01	1.759995e-01	-1.691743e-01	-2.583731e-01	8.919875e-02	-1.737859e-01	-6.888270e-03	-8.438969e-03	2.710770e-02	5.114879e-03	2.199282e-02
994           	3.381949e-01	1.622071e-01	1.759878e-01	-1.684144e-01	-2.575856e-01	8.917116e-02	-1.733784e-01	-6.890326e-03	-8.593002e-03	2.745498e-02	5.134486e-03	2.232049e-02
995           	3.381323e-01	1.622170e-01	1.759154e-01	-1.676850e-01	-2.568094e-01	8.912447e-02	-1.729670e-01	-6.849217e-03	-8.661234e-03	2.738785e-02	5.032689e-03	2.235516e-02
996           	3.380539e-01	1.622525e-01	1.758014e-01	-1.670264e-01	-2.560847e-01	8.905830e-02	-1.725715e-01	-6.774477e-03	-8.623496e-03	2.691273e-02	4.832871e-03	2.207986e-02
997           	3.379901e-01	1.623078e-01	1.756823e-01	-1.664680e-01	-2.554398e-01	8.897183e-02	-1.722058e-01	-6.687242e-03	-8.491456e-03	2.611232e-02	4.564706e-03	2.154762e-02
998           	3.379431e-01	1.623652e-01	1.755779e-01	-1.660247e-01	-2.548975e-01	8.887278e-02	-1.718851e-01	-6.606345e-03	-8.276404e-03	2.507497e-02	4.261081e-03	2.081389e-02
999           	3.379042e-01	1.624091e-01	1.754950e-01	-1.656978e-01	-2.544631e-01	8.876535e-02	-1.716142e-01	-6.542946e-03	-7.998852e-03	2.391849e-02	3.960391e-03	1.995810e-02
1000          	3.378831e-01	1.624346e-01	1.754485e-01	-1.654731e-01	-2.541240e-01	8.865091e-02	-1.713875e-01	-6.506972e-03	-7.697539e-03	2.276236e-02	3.683641e-03	1.907872e-02
