# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 1.667000e+01
# lRef        : 4.036000e+00
# Aref        : 2.332000e+00
# CofR        : (4.036000e+00 0.000000e+00 5.000000e-01)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
264           	2.855838e-01	1.427591e-01	1.428247e-01	-1.507800e-02	-1.166885e-01	1.016105e-01	-1.091495e-01	-3.277916e-05	7.683139e-03	-1.726793e-02	-9.508279e-04	-1.631711e-02
265           	2.861681e-01	1.430463e-01	1.431218e-01	-1.507818e-02	-1.167231e-01	1.016449e-01	-1.091840e-01	-3.772864e-05	7.509677e-03	-1.643764e-02	-7.091419e-04	-1.572850e-02
266           	2.868087e-01	1.433552e-01	1.434535e-01	-1.468812e-02	-1.164558e-01	1.017677e-01	-1.091117e-01	-4.913333e-05	7.318697e-03	-1.558481e-02	-4.737097e-04	-1.511110e-02
267           	2.874353e-01	1.436505e-01	1.437848e-01	-1.395141e-02	-1.159192e-01	1.019678e-01	-1.089435e-01	-6.716275e-05	7.117504e-03	-1.475518e-02	-2.600840e-04	-1.449509e-02
268           	2.879765e-01	1.439011e-01	1.440754e-01	-1.286446e-02	-1.151172e-01	1.022528e-01	-1.086850e-01	-8.711086e-05	6.923330e-03	-1.400111e-02	-7.722527e-05	-1.392389e-02
269           	2.883817e-01	1.440874e-01	1.442943e-01	-1.143664e-02	-1.140589e-01	1.026223e-01	-1.083406e-01	-1.034319e-04	6.741412e-03	-1.334466e-02	6.908153e-05	-1.341374e-02
270           	2.886262e-01	1.441987e-01	1.444275e-01	-9.683124e-03	-1.127636e-01	1.030804e-01	-1.079220e-01	-1.144200e-04	6.584968e-03	-1.280883e-02	1.805509e-04	-1.298939e-02
271           	2.887026e-01	1.442301e-01	1.444725e-01	-7.657902e-03	-1.112721e-01	1.036142e-01	-1.074432e-01	-1.211973e-04	6.455681e-03	-1.240395e-02	2.537071e-04	-1.265765e-02
272           	2.886277e-01	1.441856e-01	1.444421e-01	-5.470785e-03	-1.096672e-01	1.041965e-01	-1.069318e-01	-1.282498e-04	6.360993e-03	-1.214487e-02	2.885583e-04	-1.243343e-02
273           	2.884186e-01	1.440707e-01	1.443479e-01	-3.256732e-03	-1.080443e-01	1.047875e-01	-1.064159e-01	-1.386096e-04	6.294507e-03	-1.201278e-02	2.881190e-04	-1.230089e-02
274           	2.880934e-01	1.438929e-01	1.442005e-01	-1.131296e-03	-1.064857e-01	1.053544e-01	-1.059200e-01	-1.537821e-04	6.258993e-03	-1.200385e-02	2.570664e-04	-1.226092e-02
275           	2.876670e-01	1.436587e-01	1.440083e-01	7.696656e-04	-1.050818e-01	1.058514e-01	-1.054666e-01	-1.747999e-04	6.247025e-03	-1.209065e-02	2.016980e-04	-1.229235e-02
276           	2.871690e-01	1.433810e-01	1.437881e-01	2.290854e-03	-1.039427e-01	1.062335e-01	-1.050881e-01	-2.035530e-04	6.259279e-03	-1.226439e-02	1.270843e-04	-1.239147e-02
277           	2.866239e-01	1.430723e-01	1.435516e-01	3.297500e-03	-1.031615e-01	1.064590e-01	-1.048103e-01	-2.396281e-04	6.286705e-03	-1.249873e-02	3.733971e-05	-1.253607e-02
278           	2.860625e-01	1.427518e-01	1.433108e-01	3.700555e-03	-1.028089e-01	1.065094e-01	-1.046591e-01	-2.794895e-04	6.333825e-03	-1.280221e-02	-6.728119e-05	-1.273493e-02
279           	2.855083e-01	1.424367e-01	1.430716e-01	3.433285e-03	-1.029358e-01	1.063691e-01	-1.046524e-01	-3.174869e-04	6.395521e-03	-1.317134e-02	-1.901488e-04	-1.298119e-02
280           	2.849881e-01	1.421459e-01	1.428422e-01	2.439830e-03	-1.035936e-01	1.060334e-01	-1.048135e-01	-3.481596e-04	6.477698e-03	-1.361693e-02	-3.307655e-04	-1.328616e-02
281           	2.845076e-01	1.418878e-01	1.426198e-01	7.016539e-04	-1.048106e-01	1.055123e-01	-1.051614e-01	-3.660042e-04	6.573990e-03	-1.411861e-02	-4.853163e-04	-1.363330e-02
282           	2.840619e-01	1.416653e-01	1.423966e-01	-1.633090e-03	-1.064972e-01	1.048641e-01	-1.056806e-01	-3.656801e-04	6.686141e-03	-1.466308e-02	-6.454000e-04	-1.401768e-02
283           	2.836536e-01	1.414852e-01	1.421684e-01	-4.286110e-03	-1.084533e-01	1.041671e-01	-1.063102e-01	-3.416454e-04	6.803855e-03	-1.520761e-02	-7.999516e-04	-1.440766e-02
284           	2.833197e-01	1.413711e-01	1.419486e-01	-6.933165e-03	-1.104389e-01	1.035057e-01	-1.069723e-01	-2.887347e-04	6.925044e-03	-1.571258e-02	-9.312457e-04	-1.478133e-02
285           	2.830886e-01	1.413411e-01	1.417475e-01	-9.318673e-03	-1.122515e-01	1.029328e-01	-1.075921e-01	-2.032153e-04	7.039347e-03	-1.612716e-02	-1.024233e-03	-1.510293e-02
286           	2.829959e-01	1.414109e-01	1.415849e-01	-1.128197e-02	-1.137619e-01	1.024799e-01	-1.081209e-01	-8.699595e-05	7.149888e-03	-1.644964e-02	-1.074931e-03	-1.537471e-02
287           	2.830638e-01	1.415866e-01	1.414772e-01	-1.273791e-02	-1.148913e-01	1.021534e-01	-1.085223e-01	5.471036e-05	7.252324e-03	-1.669486e-02	-1.095107e-03	-1.559976e-02
288           	2.833141e-01	1.418675e-01	1.414466e-01	-1.367876e-02	-1.156218e-01	1.019431e-01	-1.087824e-01	2.104494e-04	7.354369e-03	-1.690234e-02	-1.096802e-03	-1.580554e-02
289           	2.837621e-01	1.422464e-01	1.415157e-01	-1.414991e-02	-1.159749e-01	1.018250e-01	-1.088999e-01	3.653146e-04	7.450320e-03	-1.707904e-02	-1.089200e-03	-1.598984e-02
290           	2.843810e-01	1.426986e-01	1.416824e-01	-1.424083e-02	-1.160210e-01	1.017802e-01	-1.089006e-01	5.081108e-04	7.547445e-03	-1.726486e-02	-1.084985e-03	-1.617988e-02
291           	2.851405e-01	1.431977e-01	1.419428e-01	-1.403606e-02	-1.158255e-01	1.017894e-01	-1.088074e-01	6.274491e-04	7.641105e-03	-1.746433e-02	-1.091059e-03	-1.637327e-02
292           	2.859740e-01	1.437025e-01	1.422715e-01	-1.358723e-02	-1.154385e-01	1.018513e-01	-1.086449e-01	7.154784e-04	7.737840e-03	-1.770063e-02	-1.112476e-03	-1.658816e-02
293           	2.868312e-01	1.441860e-01	1.426452e-01	-1.291881e-02	-1.148864e-01	1.019676e-01	-1.084270e-01	7.703816e-04	7.830188e-03	-1.795748e-02	-1.148554e-03	-1.680893e-02
294           	2.876580e-01	1.446237e-01	1.430342e-01	-1.204755e-02	-1.141920e-01	1.021444e-01	-1.081682e-01	7.947327e-04	7.923475e-03	-1.823829e-02	-1.195668e-03	-1.704262e-02
295           	2.884214e-01	1.450101e-01	1.434113e-01	-1.101231e-02	-1.133831e-01	1.023707e-01	-1.078769e-01	7.993981e-04	8.005280e-03	-1.849774e-02	-1.243589e-03	-1.725415e-02
296           	2.890850e-01	1.453304e-01	1.437546e-01	-9.852150e-03	-1.124872e-01	1.026350e-01	-1.075611e-01	7.878778e-04	8.073915e-03	-1.871272e-02	-1.282446e-03	-1.743028e-02
297           	2.896196e-01	1.455751e-01	1.440445e-01	-8.604421e-03	-1.115287e-01	1.029243e-01	-1.072265e-01	7.652809e-04	8.114790e-03	-1.883679e-02	-1.303606e-03	-1.753319e-02
298           	2.900007e-01	1.457309e-01	1.442698e-01	-7.316130e-03	-1.105412e-01	1.032250e-01	-1.068831e-01	7.305436e-04	8.121446e-03	-1.884217e-02	-1.299641e-03	-1.754253e-02
299           	2.902037e-01	1.457819e-01	1.444217e-01	-6.014585e-03	-1.095472e-01	1.035326e-01	-1.065399e-01	6.800904e-04	8.081490e-03	-1.870117e-02	-1.269093e-03	-1.743207e-02
300           	2.902316e-01	1.457260e-01	1.445056e-01	-4.731183e-03	-1.085750e-01	1.038438e-01	-1.062094e-01	6.102432e-04	8.000478e-03	-1.843412e-02	-1.216583e-03	-1.721754e-02
301           	2.900861e-01	1.455649e-01	1.445212e-01	-3.463595e-03	-1.076254e-01	1.041618e-01	-1.058936e-01	5.218138e-04	7.882544e-03	-1.807134e-02	-1.153127e-03	-1.691821e-02
302           	2.897989e-01	1.453164e-01	1.444825e-01	-2.253098e-03	-1.067320e-01	1.044789e-01	-1.056054e-01	4.169443e-04	7.747247e-03	-1.767143e-02	-1.088468e-03	-1.658296e-02
303           	2.893993e-01	1.450017e-01	1.443976e-01	-1.171491e-03	-1.059475e-01	1.047760e-01	-1.053617e-01	3.020592e-04	7.606803e-03	-1.728224e-02	-1.034316e-03	-1.624792e-02
304           	2.889275e-01	1.446452e-01	1.442823e-01	-3.122175e-04	-1.053425e-01	1.050303e-01	-1.051864e-01	1.814075e-04	7.483196e-03	-1.696893e-02	-1.001268e-03	-1.596766e-02
305           	2.884232e-01	1.442799e-01	1.441433e-01	2.547318e-04	-1.049620e-01	1.052168e-01	-1.050894e-01	6.827640e-05	7.382339e-03	-1.677284e-02	-1.004081e-03	-1.576876e-02
306           	2.879198e-01	1.439336e-01	1.439862e-01	4.985824e-04	-1.048266e-01	1.053251e-01	-1.050758e-01	-2.629253e-05	7.314745e-03	-1.673126e-02	-1.050886e-03	-1.568038e-02
307           	2.874430e-01	1.436296e-01	1.438134e-01	3.952392e-04	-1.049453e-01	1.053406e-01	-1.051430e-01	-9.192794e-05	7.275338e-03	-1.683028e-02	-1.139802e-03	-1.569048e-02
308           	2.869989e-01	1.433817e-01	1.436172e-01	-5.807240e-05	-1.053193e-01	1.052612e-01	-1.052903e-01	-1.177318e-04	7.268787e-03	-1.705353e-02	-1.257979e-03	-1.579555e-02
309           	2.865870e-01	1.432004e-01	1.433866e-01	-8.214210e-04	-1.059133e-01	1.050919e-01	-1.055026e-01	-9.307756e-05	7.291016e-03	-1.737089e-02	-1.394431e-03	-1.597646e-02
310           	2.862386e-01	1.431068e-01	1.431318e-01	-1.833647e-03	-1.066809e-01	1.048473e-01	-1.057641e-01	-1.250265e-05	7.344870e-03	-1.775999e-02	-1.535123e-03	-1.622486e-02
311           	2.859809e-01	1.431133e-01	1.428676e-01	-3.022640e-03	-1.075687e-01	1.045461e-01	-1.060574e-01	1.228267e-04	7.419352e-03	-1.817749e-02	-1.669395e-03	-1.650810e-02
312           	2.858660e-01	1.432279e-01	1.426381e-01	-4.311649e-03	-1.085165e-01	1.042048e-01	-1.063606e-01	2.949011e-04	7.513434e-03	-1.861190e-02	-1.792517e-03	-1.681939e-02
313           	2.858904e-01	1.434337e-01	1.424567e-01	-5.664793e-03	-1.094981e-01	1.038333e-01	-1.066657e-01	4.885127e-04	7.619111e-03	-1.905357e-02	-1.907672e-03	-1.714590e-02
314           	2.860549e-01	1.437108e-01	1.423441e-01	-7.066196e-03	-1.105053e-01	1.034391e-01	-1.069722e-01	6.833307e-04	7.730939e-03	-1.948646e-02	-2.012290e-03	-1.747417e-02
315           	2.863092e-01	1.440207e-01	1.422885e-01	-8.472487e-03	-1.115141e-01	1.030417e-01	-1.072779e-01	8.660678e-04	7.837899e-03	-1.987853e-02	-2.101367e-03	-1.777717e-02
316           	2.866130e-01	1.443361e-01	1.422769e-01	-9.769719e-03	-1.124572e-01	1.026875e-01	-1.075724e-01	1.029614e-03	7.943218e-03	-2.022178e-02	-2.167674e-03	-1.805411e-02
317           	2.869303e-01	1.446372e-01	1.422931e-01	-1.078779e-02	-1.132152e-01	1.024274e-01	-1.078213e-01	1.172067e-03	8.041977e-03	-2.050147e-02	-2.208759e-03	-1.829271e-02
318           	2.872488e-01	1.449150e-01	1.423339e-01	-1.137552e-02	-1.136771e-01	1.023016e-01	-1.079894e-01	1.290558e-03	8.137384e-03	-2.071418e-02	-2.219705e-03	-1.849447e-02
319           	2.875178e-01	1.451429e-01	1.423750e-01	-1.147413e-02	-1.137949e-01	1.023207e-01	-1.080578e-01	1.383930e-03	8.219600e-03	-2.083712e-02	-2.198958e-03	-1.863816e-02
320           	2.876970e-01	1.452975e-01	1.423994e-01	-1.110908e-02	-1.135872e-01	1.024782e-01	-1.080327e-01	1.449054e-03	8.290751e-03	-2.088031e-02	-2.149404e-03	-1.873091e-02
321           	2.877380e-01	1.453517e-01	1.423863e-01	-1.032162e-02	-1.130848e-01	1.027632e-01	-1.079240e-01	1.482698e-03	8.341360e-03	-2.083526e-02	-2.076271e-03	-1.875899e-02
322           	2.876185e-01	1.452930e-01	1.423256e-01	-9.170993e-03	-1.123300e-01	1.031590e-01	-1.077445e-01	1.483707e-03	8.371381e-03	-2.071679e-02	-1.987013e-03	-1.872978e-02
323           	2.872944e-01	1.450997e-01	1.421947e-01	-7.780967e-03	-1.114067e-01	1.036258e-01	-1.075163e-01	1.452490e-03	8.375707e-03	-2.053683e-02	-1.892706e-03	-1.864412e-02
324           	2.867840e-01	1.447873e-01	1.419967e-01	-6.362769e-03	-1.104676e-01	1.041048e-01	-1.072862e-01	1.395286e-03	8.362677e-03	-2.032899e-02	-1.801816e-03	-1.852717e-02
325           	2.861211e-01	1.443806e-01	1.417405e-01	-5.091754e-03	-1.096340e-01	1.045422e-01	-1.070881e-01	1.320065e-03	8.333770e-03	-2.011942e-02	-1.725940e-03	-1.839348e-02
326           	2.853719e-01	1.439195e-01	1.414523e-01	-4.064460e-03	-1.089767e-01	1.049122e-01	-1.069445e-01	1.233603e-03	8.300383e-03	-1.995457e-02	-1.676904e-03	-1.827767e-02
327           	2.845738e-01	1.434314e-01	1.411424e-01	-3.290779e-03	-1.085007e-01	1.052099e-01	-1.068553e-01	1.144530e-03	8.265971e-03	-1.986777e-02	-1.667912e-03	-1.819985e-02
328           	2.837632e-01	1.429445e-01	1.408187e-01	-2.726218e-03	-1.081744e-01	1.054482e-01	-1.068113e-01	1.062888e-03	8.245034e-03	-1.990754e-02	-1.708736e-03	-1.819880e-02
329           	2.829954e-01	1.424982e-01	1.404973e-01	-2.293605e-03	-1.079353e-01	1.056417e-01	-1.067885e-01	1.000451e-03	8.239514e-03	-2.008308e-02	-1.802028e-03	-1.828106e-02
330           	2.823205e-01	1.421282e-01	1.401924e-01	-1.929648e-03	-1.077296e-01	1.058000e-01	-1.067648e-01	9.678836e-04	8.258509e-03	-2.039683e-02	-1.939906e-03	-1.845692e-02
331           	2.817482e-01	1.418495e-01	1.398986e-01	-1.620095e-03	-1.075353e-01	1.059152e-01	-1.067252e-01	9.754408e-04	8.300326e-03	-2.082059e-02	-2.109967e-03	-1.871062e-02
332           	2.812836e-01	1.416708e-01	1.396128e-01	-1.409854e-03	-1.073884e-01	1.059786e-01	-1.066835e-01	1.029000e-03	8.371808e-03	-2.134573e-02	-2.301057e-03	-1.904467e-02
333           	2.809323e-01	1.415928e-01	1.393395e-01	-1.399931e-03	-1.073701e-01	1.059702e-01	-1.066701e-01	1.126668e-03	8.467196e-03	-2.194540e-02	-2.505505e-03	-1.943990e-02
334           	2.807086e-01	1.416140e-01	1.390945e-01	-1.698421e-03	-1.075703e-01	1.058719e-01	-1.067211e-01	1.259766e-03	8.595956e-03	-2.261800e-02	-2.713043e-03	-1.990496e-02
335           	2.806074e-01	1.417192e-01	1.388882e-01	-2.381287e-03	-1.080523e-01	1.056710e-01	-1.068616e-01	1.415457e-03	8.757938e-03	-2.335459e-02	-2.919358e-03	-2.043523e-02
336           	2.806248e-01	1.418905e-01	1.387343e-01	-3.494608e-03	-1.088630e-01	1.053684e-01	-1.071157e-01	1.578124e-03	8.959534e-03	-2.416058e-02	-3.120757e-03	-2.103982e-02
337           	2.807302e-01	1.420996e-01	1.386306e-01	-4.968138e-03	-1.099648e-01	1.049967e-01	-1.074807e-01	1.734538e-03	9.191438e-03	-2.500872e-02	-3.312924e-03	-2.169580e-02
338           	2.808893e-01	1.423232e-01	1.385661e-01	-6.580879e-03	-1.112050e-01	1.046242e-01	-1.079146e-01	1.878537e-03	9.450963e-03	-2.588586e-02	-3.491969e-03	-2.239389e-02
339           	2.810457e-01	1.425328e-01	1.385129e-01	-8.134505e-03	-1.124319e-01	1.042974e-01	-1.083647e-01	2.009959e-03	9.726958e-03	-2.676216e-02	-3.654121e-03	-2.310804e-02
340           	2.811597e-01	1.427099e-01	1.384498e-01	-9.547196e-03	-1.135747e-01	1.040275e-01	-1.088011e-01	2.130026e-03	1.001574e-02	-2.762628e-02	-3.797398e-03	-2.382888e-02
341           	2.811849e-01	1.428322e-01	1.383527e-01	-1.082556e-02	-1.146211e-01	1.037955e-01	-1.092083e-01	2.239787e-03	1.029733e-02	-2.843660e-02	-3.920972e-03	-2.451563e-02
342           	2.811078e-01	1.428900e-01	1.382179e-01	-1.203871e-02	-1.156117e-01	1.035730e-01	-1.095924e-01	2.336063e-03	1.055702e-02	-2.915448e-02	-4.020215e-03	-2.513426e-02
343           	2.809218e-01	1.428759e-01	1.380459e-01	-1.325522e-02	-1.165888e-01	1.033336e-01	-1.099612e-01	2.415026e-03	1.076968e-02	-2.973070e-02	-4.095673e-03	-2.563503e-02
344           	2.806434e-01	1.427926e-01	1.378508e-01	-1.449381e-02	-1.175699e-01	1.030761e-01	-1.103230e-01	2.470887e-03	1.092362e-02	-3.013837e-02	-4.145563e-03	-2.599280e-02
345           	2.803122e-01	1.426537e-01	1.376584e-01	-1.570616e-02	-1.185274e-01	1.028212e-01	-1.106743e-01	2.497647e-03	1.100269e-02	-3.034495e-02	-4.169782e-03	-2.617517e-02
346           	2.799649e-01	1.424726e-01	1.374923e-01	-1.678451e-02	-1.193929e-01	1.026084e-01	-1.110007e-01	2.490140e-03	1.101232e-02	-3.036430e-02	-4.169824e-03	-2.619447e-02
347           	2.796132e-01	1.422568e-01	1.373564e-01	-1.762829e-02	-1.200980e-01	1.024697e-01	-1.112839e-01	2.450208e-03	1.095570e-02	-3.020838e-02	-4.148488e-03	-2.605989e-02
348           	2.792453e-01	1.420102e-01	1.372351e-01	-1.820391e-02	-1.206275e-01	1.024236e-01	-1.115255e-01	2.387529e-03	1.084878e-02	-2.991282e-02	-4.107624e-03	-2.580519e-02
349           	2.788325e-01	1.417321e-01	1.371003e-01	-1.854870e-02	-1.210104e-01	1.024617e-01	-1.117360e-01	2.315892e-03	1.069483e-02	-2.948729e-02	-4.048811e-03	-2.543848e-02
350           	2.783803e-01	1.414377e-01	1.369426e-01	-1.875759e-02	-1.213056e-01	1.025480e-01	-1.119268e-01	2.247534e-03	1.050956e-02	-2.895899e-02	-3.969934e-03	-2.498906e-02
351           	2.779274e-01	1.411570e-01	1.367704e-01	-1.901926e-02	-1.216216e-01	1.026023e-01	-1.121120e-01	2.193299e-03	1.029798e-02	-2.833466e-02	-3.869349e-03	-2.446531e-02
352           	2.774973e-01	1.409023e-01	1.365950e-01	-1.949748e-02	-1.220583e-01	1.025608e-01	-1.123095e-01	2.153642e-03	1.006755e-02	-2.762500e-02	-3.744948e-03	-2.388005e-02
353           	2.770847e-01	1.406693e-01	1.364154e-01	-2.033699e-02	-1.227148e-01	1.023778e-01	-1.125463e-01	2.126950e-03	9.812671e-03	-2.681545e-02	-3.595054e-03	-2.322040e-02
354           	2.766982e-01	1.404579e-01	1.362404e-01	-2.150982e-02	-1.235790e-01	1.020692e-01	-1.128241e-01	2.108767e-03	9.545062e-03	-2.595038e-02	-3.430128e-03	-2.252025e-02
355           	2.763328e-01	1.402593e-01	1.360736e-01	-2.298495e-02	-1.246479e-01	1.016630e-01	-1.131555e-01	2.092844e-03	9.264321e-03	-2.502512e-02	-3.248240e-03	-2.177688e-02
356           	2.760031e-01	1.400744e-01	1.359287e-01	-2.458257e-02	-1.258103e-01	1.012277e-01	-1.135190e-01	2.072862e-03	8.991703e-03	-2.410064e-02	-3.058615e-03	-2.104202e-02
357           	2.756970e-01	1.398937e-01	1.358034e-01	-2.615269e-02	-1.269704e-01	1.008177e-01	-1.138941e-01	2.045151e-03	8.737082e-03	-2.321089e-02	-2.868365e-03	-2.034253e-02
358           	2.754082e-01	1.397125e-01	1.356956e-01	-2.759579e-02	-1.280646e-01	1.004688e-01	-1.142667e-01	2.008457e-03	8.512649e-03	-2.238779e-02	-2.681244e-03	-1.970654e-02
359           	2.751213e-01	1.395251e-01	1.355962e-01	-2.890732e-02	-1.290913e-01	1.001840e-01	-1.146377e-01	1.964440e-03	8.312194e-03	-2.161888e-02	-2.497246e-03	-1.912163e-02
360           	2.748363e-01	1.393350e-01	1.355013e-01	-3.009336e-02	-1.300471e-01	9.995378e-02	-1.150005e-01	1.916831e-03	8.133285e-03	-2.089185e-02	-2.312640e-03	-1.857921e-02
361           	2.745420e-01	1.391384e-01	1.354036e-01	-3.119850e-02	-1.309518e-01	9.975330e-02	-1.153525e-01	1.867447e-03	7.959593e-03	-2.016506e-02	-2.122936e-03	-1.804212e-02
362           	2.742415e-01	1.389360e-01	1.353055e-01	-3.224405e-02	-1.318024e-01	9.955839e-02	-1.156804e-01	1.815244e-03	7.781394e-03	-1.941446e-02	-1.925838e-03	-1.748863e-02
363           	2.739330e-01	1.387237e-01	1.352093e-01	-3.322355e-02	-1.325783e-01	9.935476e-02	-1.159665e-01	1.757193e-03	7.582034e-03	-1.860616e-02	-1.721046e-03	-1.688511e-02
364           	2.736200e-01	1.385027e-01	1.351173e-01	-3.412104e-02	-1.332634e-01	9.914239e-02	-1.162029e-01	1.692662e-03	7.359993e-03	-1.774029e-02	-1.510151e-03	-1.623014e-02
365           	2.732845e-01	1.382668e-01	1.350176e-01	-3.496946e-02	-1.338887e-01	9.891928e-02	-1.164040e-01	1.624611e-03	7.107889e-03	-1.680518e-02	-1.294700e-03	-1.551048e-02
366           	2.729200e-01	1.380189e-01	1.349011e-01	-3.580640e-02	-1.344996e-01	9.869321e-02	-1.165964e-01	1.558888e-03	6.837227e-03	-1.582494e-02	-1.075242e-03	-1.474970e-02
367           	2.725307e-01	1.377673e-01	1.347634e-01	-3.666505e-02	-1.351415e-01	9.847643e-02	-1.168090e-01	1.501999e-03	6.555534e-03	-1.481957e-02	-8.542492e-04	-1.396532e-02
368           	2.721460e-01	1.375322e-01	1.346138e-01	-3.753656e-02	-1.358166e-01	9.828006e-02	-1.170483e-01	1.459190e-03	6.284772e-03	-1.383548e-02	-6.329695e-04	-1.320251e-02
369           	2.717796e-01	1.373237e-01	1.344560e-01	-3.841746e-02	-1.365192e-01	9.810179e-02	-1.173105e-01	1.433845e-03	6.031814e-03	-1.289196e-02	-4.141645e-04	-1.247779e-02
370           	2.714404e-01	1.371493e-01	1.342910e-01	-3.927102e-02	-1.372132e-01	9.794222e-02	-1.175777e-01	1.429153e-03	5.811475e-03	-1.202929e-02	-2.031712e-04	-1.182612e-02
371           	2.711265e-01	1.370083e-01	1.341182e-01	-4.003960e-02	-1.378417e-01	9.780207e-02	-1.178219e-01	1.445049e-03	5.626894e-03	-1.126327e-02	-4.743446e-06	-1.125853e-02
372           	2.708351e-01	1.368968e-01	1.339382e-01	-4.066046e-02	-1.383452e-01	9.768472e-02	-1.180149e-01	1.479308e-03	5.486621e-03	-1.062203e-02	1.756041e-04	-1.079764e-02
373           	2.705533e-01	1.368035e-01	1.337498e-01	-4.111174e-02	-1.386981e-01	9.758636e-02	-1.181422e-01	1.526850e-03	5.385332e-03	-1.010208e-02	3.342906e-04	-1.043637e-02
374           	2.702742e-01	1.367185e-01	1.335557e-01	-4.140538e-02	-1.389112e-01	9.750583e-02	-1.182085e-01	1.581397e-03	5.323833e-03	-9.705618e-03	4.710242e-04	-1.017664e-02
375           	2.699866e-01	1.366296e-01	1.333570e-01	-4.158185e-02	-1.390205e-01	9.743861e-02	-1.182295e-01	1.636312e-03	5.290801e-03	-9.409205e-03	5.861986e-04	-9.995403e-03
376           	2.696849e-01	1.365281e-01	1.331567e-01	-4.167863e-02	-1.390664e-01	9.738777e-02	-1.182271e-01	1.685699e-03	5.283603e-03	-9.198538e-03	6.843342e-04	-9.882873e-03
377           	2.693727e-01	1.364098e-01	1.329629e-01	-4.173604e-02	-1.390921e-01	9.735605e-02	-1.182241e-01	1.723484e-03	5.289072e-03	-9.042328e-03	7.679079e-04	-9.810236e-03
378           	2.690622e-01	1.362769e-01	1.327852e-01	-4.179650e-02	-1.391379e-01	9.734138e-02	-1.182396e-01	1.745838e-03	5.303475e-03	-8.924050e-03	8.414502e-04	-9.765500e-03
379           	2.687629e-01	1.361337e-01	1.326292e-01	-4.187616e-02	-1.392105e-01	9.733430e-02	-1.182724e-01	1.752266e-03	5.313307e-03	-8.813106e-03	9.067545e-04	-9.719860e-03
380           	2.684905e-01	1.359932e-01	1.324973e-01	-4.196328e-02	-1.392930e-01	9.732974e-02	-1.183114e-01	1.747921e-03	5.315815e-03	-8.695400e-03	9.681148e-04	-9.663515e-03
381           	2.682298e-01	1.358586e-01	1.323713e-01	-4.205843e-02	-1.393645e-01	9.730606e-02	-1.183353e-01	1.743668e-03	5.298598e-03	-8.539713e-03	1.028741e-03	-9.568454e-03
382           	2.679559e-01	1.357268e-01	1.322291e-01	-4.219946e-02	-1.394481e-01	9.724865e-02	-1.183484e-01	1.748866e-03	5.261030e-03	-8.329229e-03	1.096416e-03	-9.425645e-03
383           	2.676401e-01	1.355906e-01	1.320495e-01	-4.241488e-02	-1.395686e-01	9.715374e-02	-1.183612e-01	1.770537e-03	5.193932e-03	-8.032882e-03	1.177491e-03	-9.210373e-03
384           	2.672931e-01	1.354571e-01	1.318360e-01	-4.270395e-02	-1.397350e-01	9.703106e-02	-1.183830e-01	1.810551e-03	5.107271e-03	-7.656606e-03	1.278968e-03	-8.935574e-03
385           	2.669342e-01	1.353339e-01	1.316004e-01	-4.307144e-02	-1.399609e-01	9.688941e-02	-1.184251e-01	1.866770e-03	5.004282e-03	-7.207431e-03	1.400566e-03	-8.607998e-03
386           	2.665796e-01	1.352254e-01	1.313542e-01	-4.354593e-02	-1.402828e-01	9.673683e-02	-1.185098e-01	1.935563e-03	4.899146e-03	-6.722500e-03	1.537896e-03	-8.260396e-03
387           	2.662394e-01	1.351314e-01	1.311081e-01	-4.412866e-02	-1.407078e-01	9.657911e-02	-1.186434e-01	2.011644e-03	4.798270e-03	-6.231980e-03	1.682280e-03	-7.914260e-03
388           	2.659204e-01	1.350492e-01	1.308712e-01	-4.478014e-02	-1.412062e-01	9.642602e-02	-1.188161e-01	2.089034e-03	4.713935e-03	-5.772411e-03	1.827729e-03	-7.600140e-03
389           	2.656104e-01	1.349680e-01	1.306424e-01	-4.544891e-02	-1.417272e-01	9.627832e-02	-1.190028e-01	2.162842e-03	4.643851e-03	-5.352460e-03	1.967621e-03	-7.320081e-03
390           	2.653078e-01	1.348812e-01	1.304266e-01	-4.606685e-02	-1.422086e-01	9.614180e-02	-1.191752e-01	2.227301e-03	4.589224e-03	-4.990287e-03	2.094081e-03	-7.084368e-03
391           	2.650026e-01	1.347817e-01	1.302209e-01	-4.661379e-02	-1.426197e-01	9.600592e-02	-1.193128e-01	2.280410e-03	4.539472e-03	-4.678064e-03	2.200440e-03	-6.878504e-03
392           	2.646806e-01	1.346599e-01	1.300207e-01	-4.704931e-02	-1.429313e-01	9.588197e-02	-1.194066e-01	2.319612e-03	4.497226e-03	-4.426932e-03	2.283760e-03	-6.710692e-03
