# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 1.667000e+01
# lRef        : 1.090700e+01
# Aref        : 7.851000e+00
# CofR        : (1.090700e+01 0.000000e+00 5.000000e-01)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
776           	5.288601e-01	2.672288e-01	2.616312e-01	-2.881918e-01	-2.529208e-01	-3.527098e-02	-1.088249e-01	2.798797e-03	2.289397e-03	-1.096718e-02	-3.194195e-03	-7.772989e-03
777           	5.280123e-01	2.665564e-01	2.614559e-01	-2.834308e-01	-2.487415e-01	-3.468933e-02	-1.070261e-01	2.550221e-03	8.789012e-04	-1.087611e-02	-4.559156e-03	-6.316958e-03
778           	5.273208e-01	2.660597e-01	2.612611e-01	-2.788403e-01	-2.448118e-01	-3.402844e-02	-1.053917e-01	2.399292e-03	1.197155e-04	-1.157448e-02	-5.667523e-03	-5.906954e-03
779           	5.265068e-01	2.655965e-01	2.609103e-01	-2.752191e-01	-2.418203e-01	-3.339882e-02	-1.042107e-01	2.343146e-03	-2.277726e-06	-1.300105e-02	-6.502803e-03	-6.498247e-03
780           	5.256104e-01	2.651736e-01	2.604368e-01	-2.733372e-01	-2.404852e-01	-3.285201e-02	-1.038166e-01	2.368379e-03	4.405893e-04	-1.498833e-02	-7.053575e-03	-7.934753e-03
781           	5.247193e-01	2.648284e-01	2.598909e-01	-2.737705e-01	-2.412901e-01	-3.248036e-02	-1.044049e-01	2.468717e-03	1.470480e-03	-1.742390e-02	-7.241468e-03	-1.018243e-02
782           	5.240432e-01	2.646396e-01	2.594037e-01	-2.768349e-01	-2.446204e-01	-3.221454e-02	-1.062029e-01	2.617939e-03	2.965006e-03	-1.990839e-02	-6.989190e-03	-1.291920e-02
783           	5.237078e-01	2.646466e-01	2.590612e-01	-2.822972e-01	-2.502021e-01	-3.209511e-02	-1.090535e-01	2.792715e-03	4.571638e-03	-2.188675e-02	-6.371736e-03	-1.551501e-02
784           	5.239536e-01	2.649743e-01	2.589793e-01	-2.888245e-01	-2.565364e-01	-3.228805e-02	-1.121242e-01	2.997539e-03	6.043603e-03	-2.307597e-02	-5.494380e-03	-1.758159e-02
785           	5.247752e-01	2.656660e-01	2.591092e-01	-2.951365e-01	-2.622173e-01	-3.291918e-02	-1.146490e-01	3.278422e-03	7.495404e-03	-2.367223e-02	-4.340712e-03	-1.933152e-02
786           	5.260404e-01	2.666539e-01	2.593865e-01	-3.005974e-01	-2.667341e-01	-3.386333e-02	-1.164354e-01	3.633739e-03	8.917571e-03	-2.371599e-02	-2.940423e-03	-2.077556e-02
787           	5.275568e-01	2.678154e-01	2.597414e-01	-3.047384e-01	-2.698087e-01	-3.492971e-02	-1.174395e-01	4.036987e-03	1.023192e-02	-2.324079e-02	-1.388471e-03	-2.185231e-02
788           	5.291597e-01	2.690119e-01	2.601479e-01	-3.071312e-01	-2.712548e-01	-3.587635e-02	-1.176892e-01	4.431995e-03	1.133090e-02	-2.228730e-02	1.872524e-04	-2.247455e-02
789           	5.307124e-01	2.701106e-01	2.606018e-01	-3.072423e-01	-2.706786e-01	-3.656370e-02	-1.170575e-01	4.754418e-03	1.205648e-02	-2.087642e-02	1.618269e-03	-2.249469e-02
790           	5.320825e-01	2.710042e-01	2.610783e-01	-3.048768e-01	-2.679402e-01	-3.693663e-02	-1.155018e-01	4.962928e-03	1.230188e-02	-1.911588e-02	2.743939e-03	-2.185982e-02
791           	5.330362e-01	2.715760e-01	2.614602e-01	-3.006132e-01	-2.636603e-01	-3.695293e-02	-1.133537e-01	5.057894e-03	1.203593e-02	-1.719425e-02	3.438805e-03	-2.063305e-02
792           	5.333933e-01	2.717588e-01	2.616345e-01	-2.952772e-01	-2.587476e-01	-3.652959e-02	-1.111090e-01	5.062140e-03	1.129469e-02	-1.529011e-02	3.649633e-03	-1.893974e-02
793           	5.329917e-01	2.714939e-01	2.614978e-01	-2.897305e-01	-2.541167e-01	-3.561377e-02	-1.092515e-01	4.998055e-03	1.014248e-02	-1.358327e-02	3.350840e-03	-1.693411e-02
794           	5.317017e-01	2.706942e-01	2.610075e-01	-2.846453e-01	-2.504659e-01	-3.417945e-02	-1.081432e-01	4.843398e-03	8.623097e-03	-1.221967e-02	2.513264e-03	-1.473293e-02
795           	5.296204e-01	2.693659e-01	2.602545e-01	-2.800426e-01	-2.475393e-01	-3.250327e-02	-1.075180e-01	4.555663e-03	6.741926e-03	-1.116520e-02	1.159326e-03	-1.232453e-02
796           	5.271928e-01	2.677915e-01	2.594013e-01	-2.762132e-01	-2.454872e-01	-3.072605e-02	-1.073806e-01	4.195080e-03	4.793015e-03	-1.068065e-02	-5.473100e-04	-1.013334e-02
797           	5.247739e-01	2.662195e-01	2.585544e-01	-2.732163e-01	-2.441933e-01	-2.902292e-02	-1.075852e-01	3.832589e-03	3.154384e-03	-1.086967e-02	-2.280451e-03	-8.589218e-03
798           	5.227937e-01	2.649176e-01	2.578761e-01	-2.707264e-01	-2.430797e-01	-2.764674e-02	-1.077165e-01	3.520742e-03	1.999929e-03	-1.201419e-02	-4.007167e-03	-8.007026e-03
799           	5.214319e-01	2.640159e-01	2.574160e-01	-2.690288e-01	-2.423209e-01	-2.670787e-02	-1.078065e-01	3.299965e-03	1.438152e-03	-1.400190e-02	-5.562795e-03	-8.439100e-03
800           	5.208034e-01	2.636210e-01	2.571824e-01	-2.686081e-01	-2.423324e-01	-2.627561e-02	-1.080284e-01	3.219342e-03	1.588662e-03	-1.682207e-02	-6.822373e-03	-9.999697e-03
801           	5.208375e-01	2.637234e-01	2.571141e-01	-2.695578e-01	-2.431090e-01	-2.644882e-02	-1.083301e-01	3.304662e-03	2.540085e-03	-2.043575e-02	-7.677790e-03	-1.275796e-02
802           	5.213114e-01	2.641973e-01	2.571141e-01	-2.714615e-01	-2.440191e-01	-2.744235e-02	-1.082884e-01	3.541626e-03	4.309760e-03	-2.460056e-02	-7.990522e-03	-1.661004e-02
803           	5.220105e-01	2.648727e-01	2.571377e-01	-2.741502e-01	-2.450280e-01	-2.912222e-02	-1.079529e-01	3.867494e-03	6.630574e-03	-2.876298e-02	-7.750914e-03	-2.101206e-02
804           	5.230679e-01	2.657479e-01	2.573200e-01	-2.774959e-01	-2.464707e-01	-3.102518e-02	-1.077228e-01	4.213961e-03	9.079722e-03	-3.233448e-02	-7.087516e-03	-2.524696e-02
805           	5.243399e-01	2.667268e-01	2.576131e-01	-2.810827e-01	-2.480627e-01	-3.302006e-02	-1.075213e-01	4.556859e-03	1.139967e-02	-3.506034e-02	-6.130502e-03	-2.892984e-02
806           	5.257968e-01	2.677788e-01	2.580180e-01	-2.842529e-01	-2.493827e-01	-3.487023e-02	-1.072562e-01	4.880408e-03	1.334514e-02	-3.674511e-02	-5.027410e-03	-3.171770e-02
807           	5.273291e-01	2.688384e-01	2.584907e-01	-2.865666e-01	-2.501215e-01	-3.644509e-02	-1.068382e-01	5.173866e-03	1.473614e-02	-3.724321e-02	-3.885471e-03	-3.335774e-02
808           	5.288324e-01	2.698453e-01	2.589871e-01	-2.877735e-01	-2.501392e-01	-3.763433e-02	-1.062524e-01	5.429110e-03	1.546391e-02	-3.651560e-02	-2.793892e-03	-3.372171e-02
809           	5.303477e-01	2.708204e-01	2.595273e-01	-2.878384e-01	-2.494712e-01	-3.836719e-02	-1.055520e-01	5.646541e-03	1.544233e-02	-3.461813e-02	-1.866734e-03	-3.275140e-02
810           	5.319313e-01	2.717801e-01	2.601512e-01	-2.867606e-01	-2.480378e-01	-3.872277e-02	-1.046575e-01	5.814484e-03	1.465185e-02	-3.172078e-02	-1.208542e-03	-3.051224e-02
811           	5.334750e-01	2.726648e-01	2.608102e-01	-2.846411e-01	-2.458109e-01	-3.883024e-02	-1.034903e-01	5.927298e-03	1.318403e-02	-2.814538e-02	-8.886598e-04	-2.725672e-02
812           	5.347901e-01	2.733724e-01	2.614177e-01	-2.817654e-01	-2.429568e-01	-3.880864e-02	-1.020741e-01	5.977344e-03	1.118615e-02	-2.428153e-02	-9.546182e-04	-2.332691e-02
813           	5.356479e-01	2.737707e-01	2.618772e-01	-2.783994e-01	-2.396282e-01	-3.877117e-02	-1.004285e-01	5.946767e-03	8.826221e-03	-2.047668e-02	-1.412121e-03	-1.906456e-02
814           	5.358564e-01	2.737441e-01	2.621123e-01	-2.749389e-01	-2.362406e-01	-3.869830e-02	-9.877115e-02	5.815899e-03	6.247782e-03	-1.699428e-02	-2.249359e-03	-1.474492e-02
815           	5.353296e-01	2.732634e-01	2.620662e-01	-2.719472e-01	-2.334397e-01	-3.850741e-02	-9.746617e-02	5.598582e-03	3.668513e-03	-1.421567e-02	-3.439324e-03	-1.077635e-02
816           	5.339725e-01	2.723076e-01	2.616649e-01	-2.696130e-01	-2.315327e-01	-3.808030e-02	-9.672621e-02	5.321335e-03	1.211171e-03	-1.243650e-02	-5.007078e-03	-7.429420e-03
817           	5.320136e-01	2.710655e-01	2.609481e-01	-2.684432e-01	-2.312173e-01	-3.722585e-02	-9.699574e-02	5.058667e-03	-6.135044e-04	-1.209205e-02	-6.659531e-03	-5.432522e-03
818           	5.297355e-01	2.696882e-01	2.600473e-01	-2.678513e-01	-2.318423e-01	-3.600899e-02	-9.791667e-02	4.820463e-03	-1.909810e-03	-1.287385e-02	-8.346737e-03	-4.527117e-03
819           	5.274648e-01	2.683412e-01	2.591235e-01	-2.676780e-01	-2.330693e-01	-3.460866e-02	-9.923034e-02	4.608845e-03	-2.863607e-03	-1.448156e-02	-1.010439e-02	-4.377174e-03
820           	5.253458e-01	2.670995e-01	2.582463e-01	-2.679353e-01	-2.347623e-01	-3.317297e-02	-1.007947e-01	4.426578e-03	-3.545172e-03	-1.681956e-02	-1.195495e-02	-4.864609e-03
821           	5.234251e-01	2.660040e-01	2.574212e-01	-2.688854e-01	-2.370328e-01	-3.185259e-02	-1.025901e-01	4.291415e-03	-3.798238e-03	-1.994914e-02	-1.377281e-02	-6.176334e-03
822           	5.217816e-01	2.650839e-01	2.566977e-01	-2.701053e-01	-2.392319e-01	-3.087344e-02	-1.041792e-01	4.193125e-03	-3.593021e-03	-2.366554e-02	-1.542579e-02	-8.239751e-03
823           	5.205227e-01	2.643498e-01	2.561729e-01	-2.713992e-01	-2.411174e-01	-3.028179e-02	-1.054178e-01	4.088457e-03	-3.064431e-03	-2.749479e-02	-1.681183e-02	-1.068297e-02
824           	5.198258e-01	2.638643e-01	2.559614e-01	-2.727540e-01	-2.427883e-01	-2.996574e-02	-1.064113e-01	3.951459e-03	-2.302994e-03	-3.096975e-02	-1.778787e-02	-1.318188e-02
825           	5.197485e-01	2.636234e-01	2.561251e-01	-2.742552e-01	-2.443844e-01	-2.987074e-02	-1.072568e-01	3.749105e-03	-1.455274e-03	-3.357807e-02	-1.824431e-02	-1.533376e-02
826           	5.204186e-01	2.636742e-01	2.567443e-01	-2.757089e-01	-2.456706e-01	-3.003831e-02	-1.078162e-01	3.464961e-03	-6.100477e-04	-3.492716e-02	-1.807363e-02	-1.685353e-02
827           	5.218815e-01	2.640534e-01	2.578281e-01	-2.768664e-01	-2.463202e-01	-3.054619e-02	-1.078870e-01	3.112634e-03	2.147334e-04	-3.470440e-02	-1.713747e-02	-1.756693e-02
828           	5.241425e-01	2.647772e-01	2.593653e-01	-2.774206e-01	-2.460639e-01	-3.135671e-02	-1.073536e-01	2.705907e-03	9.488161e-04	-3.257128e-02	-1.533683e-02	-1.723446e-02
829           	5.266907e-01	2.656799e-01	2.610108e-01	-2.776890e-01	-2.453017e-01	-3.238735e-02	-1.064572e-01	2.334560e-03	1.887472e-03	-2.880113e-02	-1.251309e-02	-1.628804e-02
830           	5.295436e-01	2.667585e-01	2.627851e-01	-2.769726e-01	-2.434227e-01	-3.354988e-02	-1.049364e-01	1.986727e-03	2.786358e-03	-2.347288e-02	-8.950083e-03	-1.452280e-02
831           	5.324507e-01	2.679502e-01	2.645005e-01	-2.751844e-01	-2.405048e-01	-3.467963e-02	-1.029126e-01	1.724851e-03	3.666663e-03	-1.721088e-02	-4.938777e-03	-1.227210e-02
832           	5.351605e-01	2.692043e-01	2.659562e-01	-2.723103e-01	-2.365972e-01	-3.571307e-02	-1.004421e-01	1.624053e-03	4.812937e-03	-1.106775e-02	-7.209406e-04	-1.034681e-02
833           	5.373503e-01	2.703754e-01	2.669749e-01	-2.685199e-01	-2.319505e-01	-3.656948e-02	-9.769050e-02	1.700219e-03	6.221294e-03	-5.704351e-03	3.369118e-03	-9.073469e-03
834           	5.387797e-01	2.713064e-01	2.674734e-01	-2.642861e-01	-2.271855e-01	-3.710057e-02	-9.504245e-02	1.916508e-03	7.478660e-03	-1.301073e-03	6.828124e-03	-8.129196e-03
835           	5.393780e-01	2.718967e-01	2.674813e-01	-2.599871e-01	-2.227180e-01	-3.726912e-02	-9.272442e-02	2.207714e-03	8.292536e-03	2.034784e-03	9.309928e-03	-7.275144e-03
836           	5.390981e-01	2.720658e-01	2.670324e-01	-2.558664e-01	-2.187908e-01	-3.707559e-02	-9.085760e-02	2.516707e-03	8.652793e-03	4.209016e-03	1.075730e-02	-6.548285e-03
837           	5.379432e-01	2.717550e-01	2.661882e-01	-2.522556e-01	-2.156894e-01	-3.656617e-02	-8.956163e-02	2.783395e-03	8.627552e-03	5.286082e-03	1.127059e-02	-5.984511e-03
838           	5.359871e-01	2.709756e-01	2.650115e-01	-2.494529e-01	-2.135589e-01	-3.589396e-02	-8.883246e-02	2.982043e-03	8.260341e-03	5.382595e-03	1.095164e-02	-5.569043e-03
839           	5.336250e-01	2.699209e-01	2.637040e-01	-2.475685e-01	-2.122859e-01	-3.528260e-02	-8.850164e-02	3.108434e-03	7.733540e-03	4.832355e-03	1.014972e-02	-5.317363e-03
840           	5.315416e-01	2.689948e-01	2.625469e-01	-2.472167e-01	-2.121785e-01	-3.503813e-02	-8.857021e-02	3.223937e-03	7.200184e-03	3.228291e-03	8.814330e-03	-5.586039e-03
841           	5.299471e-01	2.682976e-01	2.616495e-01	-2.484857e-01	-2.133077e-01	-3.517804e-02	-8.906482e-02	3.324089e-03	6.591321e-03	1.129071e-03	7.155856e-03	-6.026785e-03
842           	5.287716e-01	2.677659e-01	2.610058e-01	-2.512019e-01	-2.153759e-01	-3.582595e-02	-8.977498e-02	3.380066e-03	5.768524e-03	-8.869574e-04	5.325045e-03	-6.212002e-03
843           	5.279780e-01	2.673744e-01	2.606037e-01	-2.556190e-01	-2.188018e-01	-3.681720e-02	-9.099228e-02	3.385336e-03	4.670318e-03	-2.534417e-03	3.403109e-03	-5.937526e-03
844           	5.272866e-01	2.669908e-01	2.602958e-01	-2.614103e-01	-2.233546e-01	-3.805571e-02	-9.264944e-02	3.347478e-03	3.310824e-03	-3.693100e-03	1.464274e-03	-5.157374e-03
845           	5.267057e-01	2.666353e-01	2.600704e-01	-2.679144e-01	-2.286191e-01	-3.929530e-02	-9.466191e-02	3.282494e-03	1.748348e-03	-4.377637e-03	-4.404710e-04	-3.937166e-03
846           	5.262301e-01	2.663384e-01	2.598917e-01	-2.744041e-01	-2.340412e-01	-4.036288e-02	-9.683914e-02	3.223346e-03	9.688610e-05	-4.798195e-03	-2.302211e-03	-2.495984e-03
847           	5.259725e-01	2.661964e-01	2.597762e-01	-2.806673e-01	-2.398092e-01	-4.085809e-02	-9.947553e-02	3.210121e-03	-1.408695e-03	-5.280735e-03	-4.049062e-03	-1.231673e-03
848           	5.260483e-01	2.662799e-01	2.597683e-01	-2.852810e-01	-2.444594e-01	-4.082162e-02	-1.018189e-01	3.255795e-03	-2.533373e-03	-6.049663e-03	-5.558204e-03	-4.914586e-04
849           	5.264183e-01	2.666070e-01	2.598113e-01	-2.875093e-01	-2.470207e-01	-4.048861e-02	-1.032660e-01	3.397825e-03	-3.014067e-03	-7.597669e-03	-6.812902e-03	-7.847670e-04
850           	5.269806e-01	2.671262e-01	2.598544e-01	-2.875095e-01	-2.476215e-01	-3.988799e-02	-1.038668e-01	3.635880e-03	-2.661667e-03	-1.015845e-02	-7.740894e-03	-2.417559e-03
851           	5.275611e-01	2.677036e-01	2.598575e-01	-2.856202e-01	-2.465950e-01	-3.902528e-02	-1.037848e-01	3.923081e-03	-1.609546e-03	-1.349152e-02	-8.355307e-03	-5.136216e-03
852           	5.280044e-01	2.682063e-01	2.597982e-01	-2.820195e-01	-2.440698e-01	-3.794971e-02	-1.030600e-01	4.204038e-03	-2.209156e-04	-1.710634e-02	-8.774086e-03	-8.332254e-03
853           	5.281701e-01	2.685158e-01	2.596543e-01	-2.770553e-01	-2.403708e-01	-3.668451e-02	-1.018432e-01	4.430774e-03	1.092423e-03	-2.037991e-02	-9.097531e-03	-1.128238e-02
854           	5.279646e-01	2.685208e-01	2.594438e-01	-2.712552e-01	-2.359592e-01	-3.529597e-02	-1.003316e-01	4.538496e-03	2.077359e-03	-2.284286e-02	-9.344071e-03	-1.349879e-02
855           	5.274288e-01	2.682121e-01	2.592167e-01	-2.657870e-01	-2.321005e-01	-3.368645e-02	-9.920703e-02	4.497715e-03	2.496782e-03	-2.409421e-02	-9.550325e-03	-1.454389e-02
856           	5.265813e-01	2.676157e-01	2.589656e-01	-2.614858e-01	-2.297209e-01	-3.176490e-02	-9.897800e-02	4.325044e-03	2.331698e-03	-2.395323e-02	-9.644917e-03	-1.430831e-02
857           	5.254742e-01	2.668139e-01	2.586603e-01	-2.588341e-01	-2.293398e-01	-2.949428e-02	-9.992275e-02	4.076795e-03	1.909546e-03	-2.273811e-02	-9.459509e-03	-1.327860e-02
858           	5.243582e-01	2.659997e-01	2.583585e-01	-2.580226e-01	-2.310040e-01	-2.701859e-02	-1.019927e-01	3.820587e-03	1.683290e-03	-2.105851e-02	-8.845965e-03	-1.221254e-02
859           	5.235793e-01	2.654086e-01	2.581707e-01	-2.590719e-01	-2.345052e-01	-2.456671e-02	-1.049692e-01	3.618942e-03	1.995168e-03	-1.952883e-02	-7.769248e-03	-1.175958e-02
860           	5.231661e-01	2.650712e-01	2.580948e-01	-2.617025e-01	-2.392352e-01	-2.246724e-02	-1.083840e-01	3.488201e-03	2.916615e-03	-1.854194e-02	-6.354355e-03	-1.218758e-02
861           	5.230326e-01	2.649345e-01	2.580982e-01	-2.656560e-01	-2.446616e-01	-2.099440e-02	-1.118336e-01	3.418158e-03	4.264658e-03	-1.818840e-02	-4.829543e-03	-1.335886e-02
862           	5.230714e-01	2.649179e-01	2.581535e-01	-2.707756e-01	-2.505311e-01	-2.024447e-02	-1.151433e-01	3.382167e-03	5.699583e-03	-1.829136e-02	-3.446097e-03	-1.484526e-02
863           	5.231013e-01	2.649226e-01	2.581787e-01	-2.769458e-01	-2.566923e-01	-2.025349e-02	-1.182194e-01	3.371978e-03	6.935137e-03	-1.864845e-02	-2.389090e-03	-1.625936e-02
864           	5.231635e-01	2.649665e-01	2.581969e-01	-2.837713e-01	-2.628468e-01	-2.092447e-02	-1.209612e-01	3.384802e-03	7.827942e-03	-1.915052e-02	-1.747316e-03	-1.740320e-02
865           	5.232639e-01	2.650718e-01	2.581921e-01	-2.903497e-01	-2.681062e-01	-2.224354e-02	-1.229313e-01	3.439887e-03	8.437862e-03	-1.989013e-02	-1.507205e-03	-1.838293e-02
866           	5.234644e-01	2.652485e-01	2.582158e-01	-2.956249e-01	-2.715811e-01	-2.404386e-02	-1.237686e-01	3.516350e-03	8.754978e-03	-2.074477e-02	-1.617408e-03	-1.912736e-02
867           	5.238168e-01	2.654489e-01	2.583679e-01	-2.995960e-01	-2.736501e-01	-2.594591e-02	-1.238521e-01	3.540544e-03	8.544885e-03	-2.124568e-02	-2.077953e-03	-1.916772e-02
868           	5.243533e-01	2.656890e-01	2.586643e-01	-3.023817e-01	-2.746337e-01	-2.774794e-02	-1.234429e-01	3.512368e-03	7.846945e-03	-2.140755e-02	-2.856830e-03	-1.855072e-02
869           	5.250719e-01	2.659888e-01	2.590831e-01	-3.039115e-01	-2.745986e-01	-2.931286e-02	-1.226429e-01	3.452831e-03	6.826889e-03	-2.138080e-02	-3.863511e-03	-1.751729e-02
870           	5.260012e-01	2.663894e-01	2.596118e-01	-3.040300e-01	-2.734320e-01	-3.059798e-02	-1.214170e-01	3.388779e-03	5.760350e-03	-2.140501e-02	-4.942154e-03	-1.646285e-02
871           	5.271772e-01	2.669272e-01	2.602500e-01	-3.026864e-01	-2.710737e-01	-3.161271e-02	-1.197305e-01	3.338625e-03	4.873799e-03	-2.162725e-02	-5.939824e-03	-1.568742e-02
872           	5.285229e-01	2.675612e-01	2.609617e-01	-2.998892e-01	-2.674794e-01	-3.240976e-02	-1.175348e-01	3.299771e-03	4.263154e-03	-2.203443e-02	-6.754063e-03	-1.528037e-02
873           	5.298944e-01	2.682123e-01	2.616821e-01	-2.958351e-01	-2.628146e-01	-3.302056e-02	-1.148970e-01	3.265116e-03	3.921137e-03	-2.250536e-02	-7.331543e-03	-1.517382e-02
874           	5.311515e-01	2.687952e-01	2.623562e-01	-2.910668e-01	-2.576630e-01	-3.340382e-02	-1.121296e-01	3.219508e-03	3.798076e-03	-2.289583e-02	-7.649838e-03	-1.524599e-02
875           	5.320881e-01	2.691773e-01	2.629108e-01	-2.860593e-01	-2.525018e-01	-3.355751e-02	-1.094721e-01	3.133257e-03	3.819400e-03	-2.305541e-02	-7.708303e-03	-1.534710e-02
876           	5.324531e-01	2.692354e-01	2.632177e-01	-2.812728e-01	-2.478312e-01	-3.344158e-02	-1.071948e-01	3.008843e-03	3.929433e-03	-2.283242e-02	-7.486775e-03	-1.534564e-02
877           	5.321343e-01	2.689328e-01	2.632015e-01	-2.771747e-01	-2.442149e-01	-3.295976e-02	-1.056276e-01	2.865640e-03	4.101432e-03	-2.218640e-02	-6.991769e-03	-1.519463e-02
878           	5.312281e-01	2.683266e-01	2.629015e-01	-2.738019e-01	-2.416386e-01	-3.216329e-02	-1.047376e-01	2.712524e-03	4.236363e-03	-2.109004e-02	-6.308658e-03	-1.478138e-02
879           	5.301405e-01	2.676347e-01	2.625058e-01	-2.708909e-01	-2.395572e-01	-3.133373e-02	-1.041117e-01	2.564475e-03	4.371974e-03	-1.967105e-02	-5.463553e-03	-1.420750e-02
880           	5.290838e-01	2.669678e-01	2.621160e-01	-2.689696e-01	-2.384543e-01	-3.051538e-02	-1.039694e-01	2.425870e-03	4.582428e-03	-1.801116e-02	-4.423151e-03	-1.358801e-02
881           	5.280229e-01	2.663244e-01	2.616985e-01	-2.685649e-01	-2.386504e-01	-2.991443e-02	-1.043680e-01	2.312924e-03	4.842839e-03	-1.619062e-02	-3.252469e-03	-1.293815e-02
882           	5.271398e-01	2.658105e-01	2.613293e-01	-2.704583e-01	-2.409164e-01	-2.954192e-02	-1.056872e-01	2.240621e-03	5.173048e-03	-1.438627e-02	-2.020087e-03	-1.236618e-02
883           	5.264140e-01	2.654140e-01	2.610001e-01	-2.749088e-01	-2.454680e-01	-2.944084e-02	-1.080136e-01	2.206944e-03	5.420643e-03	-1.250214e-02	-8.304250e-04	-1.167171e-02
884           	5.257136e-01	2.650641e-01	2.606496e-01	-2.814942e-01	-2.517887e-01	-2.970543e-02	-1.110417e-01	2.207257e-03	5.495854e-03	-1.051054e-02	2.405855e-04	-1.075112e-02
885           	5.250660e-01	2.647701e-01	2.602960e-01	-2.891808e-01	-2.588136e-01	-3.036717e-02	-1.142232e-01	2.237046e-03	5.388425e-03	-8.514696e-03	1.131077e-03	-9.645772e-03
886           	5.244683e-01	2.645245e-01	2.599438e-01	-2.966027e-01	-2.650712e-01	-3.153154e-02	-1.167698e-01	2.290367e-03	5.128333e-03	-6.702099e-03	1.777283e-03	-8.479382e-03
887           	5.240147e-01	2.643557e-01	2.596590e-01	-3.031917e-01	-2.702485e-01	-3.294313e-02	-1.186527e-01	2.348371e-03	4.766178e-03	-5.286562e-03	2.122897e-03	-7.409459e-03
888           	5.237519e-01	2.642719e-01	2.594799e-01	-3.090391e-01	-2.747219e-01	-3.431720e-02	-1.202023e-01	2.396004e-03	4.344305e-03	-4.348243e-03	2.170183e-03	-6.518426e-03
889           	5.237418e-01	2.643168e-01	2.594250e-01	-3.139073e-01	-2.783431e-01	-3.556422e-02	-1.213894e-01	2.445889e-03	3.959039e-03	-3.970348e-03	1.973865e-03	-5.944213e-03
890           	5.240616e-01	2.645369e-01	2.595247e-01	-3.174801e-01	-2.808553e-01	-3.662481e-02	-1.221152e-01	2.506124e-03	3.616703e-03	-4.085219e-03	1.574094e-03	-5.659313e-03
891           	5.247107e-01	2.649380e-01	2.597726e-01	-3.193591e-01	-2.818565e-01	-3.750253e-02	-1.221770e-01	2.582704e-03	3.390978e-03	-4.682441e-03	1.049758e-03	-5.732199e-03
892           	5.255831e-01	2.654726e-01	2.601105e-01	-3.191724e-01	-2.809456e-01	-3.822684e-02	-1.213594e-01	2.681063e-03	3.380118e-03	-5.782215e-03	4.890102e-04	-6.271225e-03
893           	5.265118e-01	2.660554e-01	2.604565e-01	-3.170189e-01	-2.782990e-01	-3.871994e-02	-1.197895e-01	2.799453e-03	3.594890e-03	-7.335967e-03	-7.309349e-05	-7.262874e-03
894           	5.273725e-01	2.666091e-01	2.607634e-01	-3.133725e-01	-2.744998e-01	-3.887273e-02	-1.178135e-01	2.922823e-03	3.905749e-03	-9.148434e-03	-6.684685e-04	-8.479966e-03
895           	5.279947e-01	2.670245e-01	2.609702e-01	-3.086693e-01	-2.700138e-01	-3.865545e-02	-1.156792e-01	3.027172e-03	4.147541e-03	-1.094444e-02	-1.324678e-03	-9.619760e-03
896           	5.282020e-01	2.672081e-01	2.609940e-01	-3.036822e-01	-2.656979e-01	-3.798438e-02	-1.138567e-01	3.107051e-03	4.184152e-03	-1.246575e-02	-2.048724e-03	-1.041703e-02
897           	5.278473e-01	2.671150e-01	2.607323e-01	-2.992437e-01	-2.624683e-01	-3.677546e-02	-1.128464e-01	3.191317e-03	3.981842e-03	-1.358791e-02	-2.812113e-03	-1.077580e-02
898           	5.270827e-01	2.668527e-01	2.602300e-01	-2.955410e-01	-2.603687e-01	-3.517231e-02	-1.125982e-01	3.311334e-03	3.729190e-03	-1.446563e-02	-3.503625e-03	-1.096200e-02
899           	5.263451e-01	2.666498e-01	2.596953e-01	-2.925590e-01	-2.591081e-01	-3.345094e-02	-1.128286e-01	3.477213e-03	3.578556e-03	-1.528721e-02	-4.065050e-03	-1.122216e-02
900           	5.258797e-01	2.666046e-01	2.592752e-01	-2.904995e-01	-2.588185e-01	-3.168099e-02	-1.135688e-01	3.664688e-03	3.517077e-03	-1.604941e-02	-4.507629e-03	-1.154178e-02
901           	5.254923e-01	2.665715e-01	2.589208e-01	-2.890455e-01	-2.589414e-01	-3.010411e-02	-1.144186e-01	3.825325e-03	3.302362e-03	-1.643653e-02	-4.915901e-03	-1.152063e-02
902           	5.250931e-01	2.664815e-01	2.586116e-01	-2.881607e-01	-2.591453e-01	-2.901536e-02	-1.150650e-01	3.934939e-03	2.917371e-03	-1.646854e-02	-5.316897e-03	-1.115164e-02
903           	5.247174e-01	2.663509e-01	2.583665e-01	-2.877920e-01	-2.591555e-01	-2.863642e-02	-1.152596e-01	3.992189e-03	2.444249e-03	-1.630229e-02	-5.706895e-03	-1.059539e-02
